@name,enabled,type,nameUi,order,cost,weight,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,minMainTurrets,minMainBarrels,speedLimiter,#comment,#comment2,#cost_base,#cost_base_mod
monte_funnel_6_big_modernization_ca,,funnel,Modernization Turbine Funnel Complex II,,4350000,459,,75,monte_funnel_b,1.05,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(72), smoke(54), aim(4.5), size(21.5)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_6_modernization_ca,,funnel,Modernization Turbine Funnel Complex I,,4050000,441,,72,monte_funnel_b,1,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(70), smoke(53), aim(3.5), size(20)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_5_big_modernization_ca,,funnel,Modernization Ultra Turbine Funnel II,,3550000,408,,64,monte_funnel_a,1.05,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(68), smoke(52), size(17.5)",,,,,,,,,,,,,,,,,,,,,,
monte_funnel_5_modernization_ca,,funnel,Modernization Ultra Turbine Funnel I,,3350000,396,,60,monte_funnel_a,1,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(66), smoke(50), size(16.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_6_littorio_modernization_ca,,funnel,Rebuild Medium Angled Funnel III,,2100000,480,,61,littorio_funnel_b,1.2,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(80), smoke(49), size(13)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_5_littorio_modernization_ca,,funnel,Rebuild Medium Angled Funnel II,,1950000,465,,58,littorio_funnel_b,1.1,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(77.5), smoke(47), size(12)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_4_littorio_modernization_ca,,funnel,Rebuild Medium Angled Funnel I,,1800000,450,,55,littorio_funnel_b,1,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(75), smoke(45), size(11.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_3_littorio_modernization_ca,,funnel,Rebuild Compact Angled Funnel III,,1710000,414,,53,littorio_funnel_a,1.2,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(69), smoke(44), size(11)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_2_littorio_modernization_ca,,funnel,Rebuild Compact Angled Funnel II,,1575000,402,,50,littorio_funnel_a,1.1,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(67), smoke(42), size(10.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_1_littorio_modernization_ca,,funnel,Rebuild Compact Angled Funnel I,,1470000,390,,47,littorio_funnel_a,1,,funnel,,"need(CA_Italy_StGeorgio;CA_Warrior), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(65), smoke(40), size(10)",,,,,,,,,,,,,,,,,,,,,,
fuso_funnel_complex_4_modernization_jap,,funnel,Modernization Mega Funnel Complex II,,3150000,540,,70,fuso_funnel_a,1.1,,funnel,,"need(BB_Fuso_Old;BB_Super;BB_Flat2;BB_Japan_Early;BC;BC_Hybrid;BC_Small), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(67.5), torpedo_detect(8), smoke(78), size(21)",,,,,,,,,,,,,,,,,,,,,,
fuso_funnel_complex_3_modernization_jap,,funnel,Modernization Mega Funnel Complex I,,2850000,504,,66,fuso_funnel_a,1,,funnel,,"need(BB_Fuso_Old;BB_Super;BB_Flat2;BB_Japan_Early;BC;BC_Hybrid;BC_Small), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(63), smoke(74), torpedo_detect(8), size(20.5)",,,,,,,,,,,,,,,,,,,,,,
fuso_funnel_varthick_1_modernization_jap,,funnel,Modernization Single Thick Funnel,,2600000,400,,72,fuso_funnel_c,1.2,,funnel,,"need(BB_Fuso_Old;BB_Super;BB_Flat2;BB_Japan_Early;BC;BC_Hybrid;BC_Small), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(50), smoke(60), size(16.6)",,,,,,,,,,,,,,,,,,,,,,
mogami_funnel_1_xxlarge_modernization_jap,,funnel,Modernization Super Angled Funnel II,,3315000,680,,35,moga_funnel_b,1.325,,funnel,,"need(BB_Fuso_Old;BB_Super;BB_Flat2;BB_Japan_Early;BC;BC_Hybrid;BC_Small), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(85), smoke(60), size(13.5)",,,,,,,,,,,,,,,,,,,,,,
mogami_funnel_2_xlarge_modernization_jap,,funnel,Modernization Super Dual Funnel I,,3150000,816,,32,moga_funnel_a,1.325,,funnel,,"need(BB_Fuso_Old;BB_Super;BB_Flat2;BB_Japan_Early;BC;BC_Hybrid;BC_Small), needunlock(late_BB_funnels_level_3)","funnel(2), fcap(102), smoke(69), size(12.5)",,,,,,,,,,,,,,,,,,,,,,
mogami_funnel_1_xlarge_modernization_jap,,funnel,Modernization Super Angled Funnel I,,2655000,624,,25,moga_funnel_b,1.225,,funnel,,"need(BB_Fuso_Old;BB_Super;BB_Flat2;BB_Japan_Early;BC;BC_Hybrid;BC_Small), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(78), smoke(53), size(10.5)",,,,,,,,,,,,,,,,,,,,,,
heavy_ca_funnel_9_modernization,,funnel,Rebuild Super Funnel (Small),,2100000,600,,36,yamato_funnel_a,0.9,,funnel,,"need(BB_Fuso_Old;BB_Super;BB_Flat2;BB_Japan_Early;BC;BC_Hybrid;BC_Small), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(75), smoke(50), size(7.3)",,,,,,,,,,,,,,,,,,,,,,
heavy_ca_funnel_8_modernization,,funnel,Rebuild Super Funnel (Very Small),,1800000,560,,33,yamato_funnel_a,0.81,,funnel,,"need(BB_Fuso_Old;BB_Super;BB_Flat2;BB_Japan_Early;BC;BC_Hybrid;BC_Small), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(70), smoke(46), size(7)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_1_modernization,,funnel,Rebuild Super Funnel (Medium),,3750000,704,,55,yamato_funnel_a,1,,funnel,,"need(BB_Fuso_Old;BB_Super;BB_Flat2;BB_Japan_Early;BC;BC_Hybrid;BC_Small), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(88), smoke(63), size(14.5)",,,,,,,,,,,,,,,,,,,,,,
fuso_funnel_complex_4_modernization_jap_ca,,funnel,Modernization Mega Funnel Complex II,,3150000,405,,70,fuso_funnel_a,1.1,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(67.5), torpedo_detect(8), smoke(78), size(21)",,,,,,,,,,,,,,,,,,,,,,
fuso_funnel_complex_3_modernization_jap_ca,,funnel,Modernization Mega Funnel Complex I,,2850000,378,,66,fuso_funnel_a,1,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(63), smoke(74), torpedo_detect(8), size(20.5)",,,,,,,,,,,,,,,,,,,,,,
fuso_funnel_varthick_1_modernization_jap_ca,,funnel,Modernization Single Thick Funnel,,2600000,300,,72,fuso_funnel_c,1.2,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(50), smoke(60), size(16.6)",,,,,,,,,,,,,,,,,,,,,,
mogami_funnel_1_xxlarge_modernization_jap_ca,,funnel,Modernization Super Angled Funnel II,,3315000,510,,35,moga_funnel_b,1.325,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(85), smoke(60), size(13.5)",,,,,,,,,,,,,,,,,,,,,,
mogami_funnel_2_xlarge_modernization_jap_ca,,funnel,Modernization Super Dual Funnel I,,3150000,612,,32,moga_funnel_a,1.325,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(2), fcap(102), smoke(69), size(12.5)",,,,,,,,,,,,,,,,,,,,,,
mogami_funnel_1_xlarge_modernization_jap_ca,,funnel,Modernization Super Angled Funnel I,,2655000,468,,25,moga_funnel_b,1.225,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(78), smoke(53), size(10.5)",,,,,,,,,,,,,,,,,,,,,,
heavy_ca_funnel_9_modernization_ca,,funnel,Rebuild Super Funnel (Small),,2100000,450,,36,yamato_funnel_a,0.9,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(75), smoke(50), size(7.3)",,,,,,,,,,,,,,,,,,,,,,
heavy_ca_funnel_8_modernization_ca,,funnel,Rebuild Super Funnel (Very Small),,1800000,420,,33,yamato_funnel_a,0.81,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(70), smoke(46), size(7)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_1_modernization_ca,,funnel,Rebuild Super Funnel (Medium),,3750000,528,,55,yamato_funnel_a,1,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(88), smoke(63), size(14.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_2_modernization,,funnel,Rebuild Super Funnel (Large),,4500000,800,,70,yamato_funnel_a,1.125,,funnel,,"need(BB_Fuso_Old;BB_Super;BB_Flat2;BC;BC_Small), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(100), smoke(70), size(16.2)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_2_modernization_china,,funnel,Modernization Mega Funnel II,,2250000,680,,55,iowa_funnel_b,1,,funnel,,"need(BB_Japan_Early_Semi;Espanha;BB_Flat;BB_Super;BC_BritainSuper;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(85), smoke(57), size(13.9)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_1_modernization_china,,funnel,Modernization Mega Funnel I,,2100000,640,,55,iowa_funnel_a,1,,funnel,,"need(BB_Japan_Early_Semi;Espanha;BB_Flat;BB_Super;BC_BritainSuper;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(80), smoke(55), size(13.4)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_4_modernization_china,,funnel,Modernization Mega Funnel IV,,2550000,760,,60,iowa_funnel_b,1.08,,funnel,,"need(BB_Japan_Early_Semi;Espanha;BB_Flat;BB_Super;BC_BritainSuper;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(95), smoke(61), size(14.9)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_3_modernization_china,,funnel,Modernization Mega Funnel III,,2400000,720,,60,iowa_funnel_a,1.08,,funnel,,"need(BB_Japan_Early_Semi;Espanha;BB_Flat;BB_Super;BC_BritainSuper;BC_Hybrid), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(90), smoke(59), size(14.4)",,,,,,,,,,,,,,,,,,,,,,
heavy_ca_funnel_9_modernization_china,,funnel,Rebuild Super Funnel (Small),,2100000,600,,36,yamato_funnel_a,0.9,,funnel,,"need(BB_Japan_Early_Semi;Espanha;BB_Flat;BB_Super;BC_BritainSuper;BC_Hybrid), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(75), smoke(50), size(7.3)",,,,,,,,,,,,,,,,,,,,,,
heavy_ca_funnel_8_modernization_china,,funnel,Rebuild Super Funnel (Very Small),,1800000,560,,33,yamato_funnel_a,0.81,,funnel,,"need(BB_Japan_Early_Semi;Espanha;BB_Flat;BB_Super;BC_BritainSuper;BC_Hybrid), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(70), smoke(46), size(7)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_1_modernization_china,,funnel,Rebuild Super Funnel (Medium),,3750000,704,,55,yamato_funnel_a,1,,funnel,,"need(BB_Japan_Early_Semi;Espanha;BB_Flat;BB_Super;BC_BritainSuper;BC_Hybrid), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(88), smoke(63), size(14.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_2_modernization_china,,funnel,Rebuild Super Funnel (Large),,4500000,800,,70,yamato_funnel_a,1.125,,funnel,,"need(BB_Japan_Early_Semi;Espanha;BB_Flat;BB_Super;BC_BritainSuper;BC_Hybrid), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(100), smoke(70), size(16.2)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_2_modernization_china_ca,,funnel,Modernization Mega Funnel II,,2250000,510,,55,iowa_funnel_b,1,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(85), smoke(57), size(13.9)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_1_modernization_china_ca,,funnel,Modernization Mega Funnel I,,2100000,480,,55,iowa_funnel_a,1,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(80), smoke(55), size(13.4)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_4_modernization_china_ca,,funnel,Modernization Mega Funnel IV,,2550000,570,,60,iowa_funnel_b,1.08,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(95), smoke(61), size(14.9)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_long_Iowa_3_modernization_china_ca,,funnel,Modernization Mega Funnel III,,2400000,540,,60,iowa_funnel_a,1.08,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_3)","funnel(1), fcap(90), smoke(59), size(14.4)",,,,,,,,,,,,,,,,,,,,,,
heavy_ca_funnel_9_modernization_china_ca,,funnel,Rebuild Super Funnel (Small),,2100000,450,,36,yamato_funnel_a,0.9,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(75), smoke(50), size(7.3)",,,,,,,,,,,,,,,,,,,,,,
heavy_ca_funnel_8_modernization_china_ca,,funnel,Rebuild Super Funnel (Very Small),,1800000,420,,33,yamato_funnel_a,0.81,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(70), smoke(46), size(7)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_1_modernization_china_ca,,funnel,Rebuild Super Funnel (Medium),,3750000,528,,55,yamato_funnel_a,1,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(88), smoke(63), size(14.5)",,,,,,,,,,,,,,,,,,,,,,
modern_BB_funnel_2_modernization_china_ca,,funnel,Rebuild Super Funnel (Large),,4500000,600,,70,yamato_funnel_a,1.125,,funnel,,"need(CA_Warrior), needunlock(late_BB_funnels_level_4)","funnel(1), fcap(100), smoke(70), size(16.2)",,,,,,,,,,,,,,,,,,,,,,
##,,tower_main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modern_tower_main_5,,tower_main,Super Pagoda Tower II,,30000000,3000,,450,yamato_tower_main_c,1.4,,tower_main,,"need(BB_Modern_Wide), needunlock(late_BB_towers_level_4)","tower_main(1), night(65), aim(39), acc(35), acc_long(64), radio(97), fire_ex(20), smoke(-86), size(33), tspot(9000), torpedo_detect(88)",,,,,,,,,,,,,,,,,,,3000,2250,10000000,30000000
modern_tower_main_4,,tower_main,Super Pagoda Tower I,,27000000,2400,,400,yamato_tower_main_c,1.235,,tower_main,,"need(BB_Modern;BB_Modern_Wide;BB_Izumo), needunlock(late_BB_towers_level_4)","tower_main(1), night(60), aim(37), acc(33), acc_long(62), radio(95), fire_ex(18), smoke(-83), size(30), tspot(8550), torpedo_detect(85)",,,,,,,,,,,,,,,,,,,2400,1800,9000000,27000000
modern_tower_main_3,,tower_main,Modern Tower III,,27000000,3900,,550,yamato_tower_main_b,1.185,,tower_main,,"need(BB_Modern;BB_Modern_Wide;BB_Izumo), big_main","tower_main(1), night(68), aim(38), acc(34), acc_long(54), radio(92), fire_ex(30), smoke(-82), size(39), tspot(8300), torpedo_detect(94)",,,,,,,,,,,,,,,,,,,3900,2925,9000000,27000000
modern_tower_main_2,,tower_main,Modern Tower II,,24000000,3300,,500,yamato_tower_main_b,1.075,,tower_main,,"need(BB_Modern;BB_Modern_Wide;BB_Izumo), big_main","tower_main(1), night(66), aim(36), acc(32), acc_long(52), radio(90), fire_ex(28), smoke(-80), size(37), tspot(8000), torpedo_detect(92)",,,,,,,,,,,,,,,,,,,3300,2475,8000000,24000000
modern_tower_main_1,,tower_main,Modern Tower I,,18000000,2700,,450,yamato_tower_main_a,1,,tower_main,,"need(BB_Modern;BB_Izumo), big_main","tower_main(1), night(65), aim(35), acc(30), acc_long(50), radio(85), fire_ex(25), smoke(-75), size(32.5), tspot(7500), torpedo_detect(90)",,,,,,,,,,,,,,,,,,,2700,2025,6000000,18000000
modern_tower_main_1_iowa_big,,tower_main,Modern Tower (Enhanced),,27000000,3720,,600,iowa_tower_main_a,1.06,,tower_main,,"need(BB_Modern_France), with_barbette","tower_main(1), night(80), aim(50), acc(34), acc_long(62), radio(95), fire_ex(41), smoke(-74), size(38), tspot(7950), torpedo_detect(97)",,,,,,,,,,,,,,,,,,,3720,2790,9000000,27000000
modern_tower_main_1_iowa_enlarged4,,tower_main,Modern Tower VIII,,37500000,4510,,670,iowa_tower_main_a,1.16,,tower_main,,"need(BB_Modern_Iowa_Big), with_barbette","tower_main(1), night(85), aim(44), acc(32), acc_long(64), radio(99), fire_ex(39), smoke(-75), size(39.5), tspot(8450), torpedo_detect(99)",,,,,,,,,,,,,,,,,,,4510,3382.5,8800000,26400000
modern_tower_main_1_iowa_enlarged3,,tower_main,Modern Tower VII,,32500000,4290,,640,iowa_tower_main_a,1.12,,tower_main,,"need(BB_Modern_Iowa_Big;BB_NorthCarolina), with_barbette","tower_main(1), night(82), aim(43), acc(31), acc_long(63), radio(98), fire_ex(38), smoke(-74), size(38.5), tspot(8250), torpedo_detect(98)",,,,,,,,,,,,,,,,,,,4290,3217.5,8800000,26400000
modern_tower_main_1_iowa_enlarged2,,tower_main,Modern Tower VI,,29500000,3990,,610,iowa_tower_main_a,1.08,,tower_main,,"need(BB_Modern_Iowa_Big;BB_NorthCarolina), with_barbette","tower_main(1), night(79), aim(42), acc(30), acc_long(62), radio(97), fire_ex(37), smoke(-73), size(37.5), tspot(8050), torpedo_detect(97)",,,,,,,,,,,,,,,,,,,3990,2992.5,8800000,26400000
modern_tower_main_1_iowa_enlarged,,tower_main,Modern Tower V,,26400000,3642,,580,iowa_tower_main_a,1.04,,tower_main,,"need(BB_Modern_Iowa;BB_Modern_Iowa_small;BB_NorthCarolina), with_barbette","tower_main(1), night(77), aim(41), acc(29), acc_long(61), radio(96), fire_ex(36), smoke(-72), size(36.5), tspot(7850), torpedo_detect(96)",,,,,,,,,,,,,,,,,,,3642,2731.5,8800000,26400000
modern_tower_main_1_iowa,,tower_main,Modern Tower IV,,24000000,3300,,550,iowa_tower_main_a,1,,tower_main,,"need(BB_Modern_Iowa;BB_Modern_Iowa_small), with_barbette, needunlock(late_BB_towers_level_4)","tower_main(1), night(75), aim(40), acc(28), acc_long(60), radio(95), fire_ex(35), smoke(-70), size(35), tspot(7750), torpedo_detect(95)",,,,,,,,,,,,,,,,,,,3300,2475,8000000,24000000
modern_tower_main_1_iowa_small,,tower_main,Modern Tower III,,21000000,2700,,500,iowa_tower_main_a,0.96,,tower_main,,"need(BB_Modern_Iowa;BB_Modern_Iowa_small;BB_Modern_Iowa_modernized), with_barbette","tower_main(1), night(72), aim(37), acc(26), acc_long(55), radio(90), fire_ex(32), smoke(-65), size(32), tspot(7450), torpedo_detect(90)",,,,,,,,,,,,,,,,,,,2700,2025,7000000,21000000
modern_tower_main_1_iowa_smallest,,tower_main,Modern Tower II,,19500000,2520,,450,iowa_tower_main_a,0.92,,tower_main,,"need(BB_Modern_Iowa_modernized;BB_Modern_Iowa), with_barbette","tower_main(1), night(69), aim(35), acc(23.5), acc_long(50), radio(80), fire_ex(28), smoke(-55), size(29), tspot(7050), torpedo_detect(80)",,,,,,,,,,,,,,,,,,,2520,1890,6500000,19500000
modern_tower_main_1_iowa_xsmallest,,tower_main,Modern Tower I,,18000000,2340,,420,iowa_tower_main_c,0.92,,tower_main,,"need(BB_Modern_Iowa_modernized;BB_Modern_Iowa), with_barbette","tower_main(1), night(67), aim(33), acc(21.5), acc_long(46), radio(75), fire_ex(27), smoke(-52), size(27), tspot(6750), torpedo_detect(70)",,,,,,,,,,,,,,,,,,,2340,1755,6000000,18000000
modern_battleship_generic_tower_2_big,,tower_main,Modern Tower III (Enhanced),,21600000,3300,,380,hood_tower_main_c,1.183,,tower_main,,"need(BB_Semi_Japan;BB_Modern_Austria;BB_Fast_Modern), needunlock(late_BB_towers_level_4)","tower_main(1), night(71), aim(40), acc(34), acc_long(53), radio(89), fire_ex(29), smoke(-72), size(31), tspot(8200), torpedo_detect(91)",,,,,,,,,,,,,,,,,,,3300,2475,7200000,21600000
modern_battleship_generic_tower_2,,tower_main,Modern Tower III,,20700000,3150,,370,hood_tower_main_c,1.133,,tower_main,,need(BB_Semi_Japan;BB_Modern_Austria;BB_Fast_Modern),"tower_main(1), night(69), aim(38), acc(33), acc_long(51), radio(87), fire_ex(27), smoke(-71), size(30), tspot(8000), torpedo_detect(89)",,,,,,,,,,,,,,,,,,,3150,2362.5,6900000,20700000
modern_tower_main_5_bismarck,,tower_main,Modern Tower VII,,38250000,4800,,650,bismarck_tower_main_a,1.375,,tower_main,,"need(BB_Modern_Germany_Wide;BB_Modern_Germany_Wider), with_barbette, needunlock(late_BB_towers_level_4)","tower_main(1), night(77), aim(45), acc(33), acc_long(55), radio(95), fire_ex(40), smoke(-78), size(42), tspot(8350), torpedo_detect(97)",,,,,,,,,,,,,,,,,,,4800,3600,12750000,38250000
modern_tower_main_4_bismarck,,tower_main,Modern Tower VI,,35250000,4500,,600,bismarck_tower_main_a,1.325,,tower_main,,"need(BB_Modern_Germany_Wide;BB_Modern_Germany_Wider), with_barbette, needunlock(late_BB_towers_level_4)","tower_main(1), night(75), aim(43), acc(32), acc_long(53), radio(93), fire_ex(38), smoke(-77), size(41), tspot(8150), torpedo_detect(95)",,,,,,,,,,,,,,,,,,,4500,3375,11750000,35250000
modern_tower_main_3_bismarck,,tower_main,Modern Tower V,,29250000,3900,,550,bismarck_tower_main_a,1.25,,tower_main,,"need(BB_Modern_Germany_Wide;BB_Modern_Germany_Wider), with_barbette","tower_main(1), night(70), aim(41), acc(30), acc_long(50), radio(90), fire_ex(35), smoke(-75), size(39), tspot(7950), torpedo_detect(92)",,,,,,,,,,,,,,,,,,,3900,2925,9750000,29250000
modern_tower_main_2_bismarck,,tower_main,Modern Tower IV,,23250000,3060,,500,bismarck_tower_main_a,1.13,,tower_main,,"need(BB_Modern_Germany_Wide;BB_Modern_Germany_Wider), with_barbette","tower_main(1), night(65), aim(39), acc(28), acc_long(44), radio(90), fire_ex(30), smoke(-70), size(36), tspot(7550), torpedo_detect(90)",,,,,,,,,,,,,,,,,,,3060,2295,7750000,23250000
modern_battleship_generic_tower_1,,tower_main,Modern Tower II,,17700000,2700,,330,hood_tower_main_d,1.236,,tower_main,,need(BB_Semi_Japan;BB_Modern_Austria;BB_Fast_Modern),"tower_main(1), night(63), aim(35), acc(30), acc_long(49), radio(85), fire_ex(24), smoke(-70), size(29), tspot(7500), torpedo_detect(85)",,,,,,,,,,,,,,,,,,,2700,2025,5900000,17700000
modernized_main_tower_3,,tower_main,Modern Tower III,,10200000,1914,,310,trento_tower_main_b,2.3,,tower_main,,need(BB_Modern_Italy2),"tower_main(1), night(60), aim(31), acc(17.5), acc_long(33), radio(75), fire_ex(19), smoke(-44), size(25), tspot(7000), torpedo_detect(75)",,,,,,,,,,,,,,,,,,,1914,1435.5,3400000,10200000
soyuz_tower_main_9,,tower_main,Heavy Modern Tower X,,29250000,3630,,550,ussr_tower_main_b,1.3,,tower_main,,"need(BB_Soyuz_Big), needunlock(late_BB_towers_level_4)","tower_main(1), night(85), aim(48), acc(33), acc_long(54), radio(96), fire_ex(57), smoke(-64), size(36), tspot(8000), torpedo_detect(91)",,,,,,,,,,,,,,,,,,,3630,2722.5,9750000,29250000
soyuz_tower_main_8,,tower_main,Heavy Modern Tower IX,,28200000,3180,,535,ussr_tower_main_a,1.3,,tower_main,,"need(BB_Soyuz_Big), needunlock(late_BB_towers_level_4)","tower_main(1), night(84), aim(46), acc(32), acc_long(53), radio(95), fire_ex(29), smoke(-63), size(35), tspot(7850), torpedo_detect(90)",,,,,,,,,,,,,,,,,,,3180,2385,9400000,28200000
soyuz_tower_main_7,,tower_main,Heavy Modern Tower VIII,,27750000,3450,,525,ussr_tower_main_b,1.25,,tower_main,,need(BB_Soyuz_Big),"tower_main(1), night(83), aim(45), acc(31), acc_long(52), radio(97), fire_ex(55), smoke(-64), size(34), tspot(7750), torpedo_detect(89)",,,,,,,,,,,,,,,,,,,3450,2587.5,9250000,27750000
soyuz_tower_main_6,,tower_main,Heavy Modern Tower VII,,26400000,3000,,500,ussr_tower_main_a,1.25,,tower_main,,need(BB_Soyuz_Big),"tower_main(1), night(82), aim(43), acc(29), acc_long(50), radio(95), fire_ex(29), smoke(-63), size(33), tspot(7450), torpedo_detect(87)",,,,,,,,,,,,,,,,,,,3000,2250,8800000,26400000
soyuz_tower_main_5,,tower_main,Heavy Modern Tower VI (Enhanced),,24000000,2550,,500,ussr_tower_main_b,1.1,,tower_main,,"need(BB_Soyuz_Big;BC_Stalingrand), needunlock(late_BB_towers_level_4)","tower_main(1), night(80), aim(42), acc(28), acc_long(49.5), radio(94), fire_ex(52), smoke(-62), size(32), tspot(7750), torpedo_detect(86)",,,,,,,,,,,,,,,,,,,2550,1912.5,8000000,24000000
soyuz_tower_main_5_small,,tower_main,Heavy Modern Tower VI,,22950000,2400,,485,ussr_tower_main_b,1.05,,tower_main,,need(BB_Soyuz_Big;BC_Stalingrand),"tower_main(1), night(79), aim(40), acc(27), acc_long(48.5), radio(92), fire_ex(50), smoke(-61), size(31), tspot(7550), torpedo_detect(84)",,,,,,,,,,,,,,,,,,,2400,1800,7650000,22950000
soyuz_tower_main_4,,tower_main,Heavy Modern Tower V (Enhanced),,21600000,2250,,475,ussr_tower_main_a,1.1,,tower_main,,"need(BB_Soyuz, BB_Soyuz_Big;BC_Stalingrand), needunlock(late_BB_towers_level_4)","tower_main(1), night(78), aim(39.5), acc(26), acc_long(48), radio(91), fire_ex(33), smoke(-60), size(27.5), tspot(7450), torpedo_detect(82)",,,,,,,,,,,,,,,,,,,2250,1687.5,7200000,21600000
