name,technology type,"image for ui, if any",name for ui,historical year,"max year randomization, plus-minus",difficulty of reseach modifier,effect: please see table TechEffects,,effect to add,effect description,old effect description,,comment
projectile_explosive_8,projectile_explosive,,$component_name_short_explosive_1,1894,1,40,"shell_velocity(2.5), shell_damage(-17), he_fire(6), detonation(-20), flash_explosion(-5), flash_spread(-10), shell_cost(-25), anti_fire(-10)",explosive_1,,$technology_desc_projectile_explosive_8,"""Nitrocellulose"" or ""Gun Cotton"" is the basic explosive material used in warfare and an improved formula increases its blast effect. *Shells, torpedoes, mines inflict +5% damage, Reduces chance of magazine detonation -3%*",,
projectile_explosive_9,projectile_explosive,,$component_name_short_explosive_2,1901,1,40,"shell_damage(83), he_fire(200), detonation(-70), flash_explosion(-50), flash_spread(-50), penetration(-30), shell_cost(-75), shell_weight(-5), anti_fire(-10)",explosive_2,,$technology_desc_projectile_explosive_9,"The common Lyddite is a high explosive mainly composed from picric acid and is less sensitive to premature detonation, making it safer in storage condition and more effective when used as explosive charge. *Shells, torpedoes, mines inflict +5% damage, Reduces chance of magazine detonation -3%*",,
projectile_explosive_10,projectile_explosive,,$technology_name_projectile_explosive_10,1904,1,40,"shell_damage(33.3),  he_fire(-45), detonation(20), flash_explosion(20), flash_spread(25), shell_cost(-300), anti_fire(10), hull(1.5), shell_weight(10)",explosive_3,,$technology_desc_projectile_explosive_10,"The common Lyddite is a high explosive mainly composed from picric acid and is less sensitive to premature detonation, making it safer in storage condition and more effective when used as explosive charge. *Shells, torpedoes, mines inflict +5% damage, Reduces chance of magazine detonation -3%*",,
projectile_explosive_11,projectile_explosive,,$component_name_short_explosive_4,1906,1,40,"shell_damage(66.7), he_fire(75), detonation(-25), flash_explosion(-25), flash_spread(-15), penetration(-20), shell_cost(-200), shell_weight(-6), anti_fire(-5)",explosive_4,,$technology_desc_projectile_explosive_11,,,
projectile_explosive_12,projectile_explosive,,$component_name_short_explosive_5,1909,1,40,"shell_damage(50), detonation(-33), flash_explosion(-35), flash_spread(-35), penetration(10), shell_cost(-350), anti_fire(-9)",explosive_5,,$technology_desc_projectile_explosive_12,,,
projectile_explosive_13,projectile_explosive,,$technology_name_projectile_explosive_13,1916,1,40,"shell_damage(60), he_damage(10), he_fire(10), detonation(25), flash_explosion(25), flash_spread(25), shell_cost(-350), hull(1.5), anti_fire(5), shell_weight(5)",explosive_6,,$technology_desc_projectile_explosive_13,"Trinitrotoluene, as it is otherwise known, in its advanced form is the new standard of high explosive material. TNT-filled armor-piercing shells explode after they penetrate the armor, whereas the previous Lyddite-filled shells tended to explode upon striking armor, thus expending most of their energy inefficiently. *Shells, torpedoes, mines inflict +7.5% damage, Reduces chance of magazine detonation -5%* ",,
projectile_explosive_14,projectile_explosive,,$component_name_short_explosive_7,1919,1,40,"shell_damage(65), he_damage(5), he_fire(30), detonation(-15), flash_explosion(-10), flash_spread(-15), penetration(-10), shell_cost(-300), shell_weight(-8), anti_fire(-3)",explosive_7,,$technology_desc_projectile_explosive_14,,,
projectile_explosive_15,projectile_explosive,,$technology_name_projectile_explosive_15,1930,1,40,"shell_damage(75), penetration(3.5), he_fire(15), detonation(2.5), flash_explosion(12.5), shell_cost(-500), hull(1.5), anti_fire(-2)",explosive_8,,$technology_desc_projectile_explosive_15,,,
projectile_explosive_16,projectile_explosive,,$technology_name_projectile_explosive_16,1941,1,40,"shell_damage(120), penetration(4), he_fire(5), shell_cost(-700), hull(2)",explosive_9,,$technology_desc_projectile_explosive_16,,,
projectile_explosive_16_1,projectile_explosive,,$technology_name_projectile_explosive_16_1,1955,1,40,"shell_damage(55), penetration(15), he_damage(27.5), he_fire(27.5), shell_cost(-850), detonation(-12.5), flash_explosion(-12.5), flash_spread(-12.5), anti_fire(-5), shell_weight(-5)",explosive_9_1,,$technology_desc_projectile_explosive_16_1,,,
projectile_explosive_17,projectile_explosive,,$component_name_short_propellant_0,1890,,40,"start, range(-2.5), shell_velocity(-2.5), penetration(-10), shell_cost(50), shell_weight(-12.5)",propellant_0,,$technology_desc_projectile_explosive_17,,,
projectile_explosive_17_1,projectile_explosive,,$technology_name_projectile_explosive_17_1,1890,,40,"start,range(-15), detonation(-12.5), flash(-12.5), flash_explosion(-15), flash_spread(-25), penetration(2.5), shell_weight(-7.5), shell_cost(15), anti_fire(-15)",propellant_0_1,,$technology_desc_projectile_explosive_17_1,,,
projectile_explosive_18,projectile_explosive,,$component_name_short_propellant_1,1895,1,40,"range(2.5), shell_velocity(1.25), detonation(-7.5), flash(-7.5), flash_explosion(-10), flash_spread(-20), penetration(5), shell_weight(10), shell_cost(-25)",propellant_1,,$technology_desc_projectile_explosive_18,,,
projectile_explosive_19,projectile_explosive,,$component_name_short_propellant_2,1903,1,40,"range(3.5), shell_velocity(1.75), penetration(7), detonation(-15), flash(-45), flash_spread(-45), flash_explosion(-45), shell_cost(-50)",propellant_2,,$technology_desc_projectile_explosive_19,"A new smokeless propellant made from two high explosives, nitrocellulose and nitroglycerine increases the muzzle velocity of shells. *Shells have +1% armor penetration, +2% range, Reduces chance of magazine detonation -3%*",,
projectile_explosive_20,projectile_explosive,,$technology_name_projectile_explosive_20,1909,1,40,"range(6), shell_velocity(3), penetration(12), detonation(-10), flash(-35), flash_explosion(-35), flash_spread(-35), shell_weight(-15), shell_cost(-100), anti_fire(-10)",propellant_3,,$technology_desc_projectile_explosive_20,"Cordite is manufactured in thin cylindrical or cord form and is a very powerful and thermally efficient propellant. *Shells have +3% armor penetration, +1% range, Reduces chance of magazine detonation -3%*",,
projectile_explosive_22,projectile_explosive,,$technology_name_projectile_explosive_22,1912,1,40,"range(-7), shell_velocity(-0.5), penetration(-4), reload(3), detonation(25), flash(25), flash_explosion(25), flash_spread(25), shell_weight(-22), shell_cost(-250)",propellant_5,,$technology_desc_projectile_explosive_22,,,
projectile_explosive_21,projectile_explosive,,$technology_name_projectile_explosive_21,1916,1,40,"range(3), shell_velocity(1.5), penetration(6), detonation(-5), flash(-22.5), flash_explosion(-15), flash_spread(-10), shell_weight(-20), shell_cost(-200), anti_fire(-5)",propellant_4,,$technology_desc_projectile_explosive_21,,,
projectile_explosive_24,projectile_explosive,,$technology_name_projectile_explosive_24,1920,1,40,"range(-4), shell_velocity(-0.5), penetration(-2), reload(4), detonation(35), flash(35), flash_explosion(35), flash_spread(35), shell_weight(-25), shell_cost(-450)",propellant_7,,$technology_desc_projectile_explosive_24,,,
projectile_explosive_23,projectile_explosive,,$technology_name_projectile_explosive_23,1925,1,40,"range(2.5), shell_velocity(1.25), penetration(5), detonation(15), flash(5), flash_explosion(5), flash_spread(5), shell_weight(-22.5), shell_cost(-350)",propellant_6,,$technology_desc_projectile_explosive_23,,,
projectile_explosive_23_1,projectile_explosive,,$technology_name_projectile_explosive_23_1,1933,1,40,"range(5), penetration(8),shell_velocity(2), detonation(-7), flash(-15), flash_explosion(-12), flash_spread(-12), shell_weight(-6), shell_cost(-90), anti_fire(-5)",propellant_6_1,,$technology_desc_projectile_explosive_23_1,"Cordite is manufactured in thin cylindrical or cord form and is a very powerful and thermally efficient propellant. *Shells have +3% armor penetration, +1% range, Reduces chance of magazine detonation -3%*",,
projectile_explosive_25,projectile_explosive,,$technology_name_projectile_explosive_25,1950,1,40,"range(1), shell_velocity(0.5), penetration(2), reload(5), detonation(45), flash(45), flash_explosion(45), flash_spread(45), shell_weight(-28), shell_cost(-550), accuracy(5)",propellant_8,,$technology_desc_projectile_explosive_25,,,
projectile_explosive_26,projectile_explosive,,$technology_name_projectile_explosive_26,1960,1,40,"range(5), shell_velocity(2.5), penetration(10), detonation(25), flash(15), flash_explosion(15), flash_spread(15), shell_weight(-10.5), shell_cost(-750), accuracy (20), weight(gun;-1)",propellant_9,,$technology_desc_projectile_explosive_26,,,
projectile_explosive_27,projectile_explosive,,$technology_name_projectile_explosive_27,1928,1,40,"range(2), shell_velocity(1), detonation(5), flash(5), flash_explosion(5), flash_spread(10), penetration(4), accuracy (8)",,,$technology_desc_projectile_explosive_27,"Improved triple base propellants, compomized by three chemical substances have more detonation velocity and are safer for shipboard magazine storage. *Shells +1% armor penetration, +2% range, , Reduces chance of magazine detonation -5%*",,
projectile_explosive_28,projectile_explosive,,$technology_name_projectile_explosive_28,1937,1,40,"gun_damage(5), torpedo_damage(5), detonation(5), flash(2.5), flash_spread(5), flash_explosion(2.5)",,mine_dmg(5),$technology_desc_projectile_explosive_28,"Using crude TNT and some other compounds such as ammonium nitrate, ammonal, schneiderite and amatol the explosive charge becomes more powerful and stable. *Shells, torpedoes, mines +5% damage, Reduces chance of magazine detonation -5%*",,
projectile_explosive_29,projectile_explosive,,$technology_name_projectile_explosive_29,1898,1,40,"smoke_duration(10), smoke_cooldown(5)",,,$technology_desc_projectile_explosive_29,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_30,projectile_explosive,,$technology_name_projectile_explosive_30,1906,1,40,"smoke_duration(10), smoke_cooldown(5)",,,$technology_desc_projectile_explosive_29,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_31,projectile_explosive,,$technology_name_projectile_explosive_31,1912,1,40,"smoke_duration(10), smoke_cooldown(5)",,,$technology_desc_projectile_explosive_29,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_32,projectile_explosive,,$technology_name_projectile_explosive_32,1919,1,40,"smoke_duration(10), smoke_cooldown(5)",,,$technology_desc_projectile_explosive_29,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_33,projectile_explosive,,$technology_name_projectile_explosive_33,1927,1,40,"smoke_duration(10), smoke_cooldown(5)",,,$technology_desc_projectile_explosive_29,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_34,projectile_explosive,,$technology_name_projectile_explosive_34,1935,1,40,"smoke_duration(10), smoke_cooldown(5)",,,$technology_desc_projectile_explosive_29,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_35,projectile_explosive,,$technology_name_projectile_explosive_35,1943,1,40,"smoke_duration(10), smoke_cooldown(5)",,,$technology_desc_projectile_explosive_29,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_36,projectile_explosive,,$technology_name_projectile_explosive_36,1951,1,40,"smoke_duration(10), smoke_cooldown(5)",,,$technology_desc_projectile_explosive_29,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_37,projectile_explosive,,$technology_name_projectile_explosive_37,1900,1,40,torpedo_dud(5),,,$technology_desc_projectile_explosive_37,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_38,projectile_explosive,,$technology_name_projectile_explosive_38,1911,1,40,torpedo_dud(5),,,$technology_desc_projectile_explosive_37,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_39,projectile_explosive,,$technology_name_projectile_explosive_39,1922,1,40,torpedo_dud(5),,,$technology_desc_projectile_explosive_37,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_40,projectile_explosive,,$technology_name_projectile_explosive_40,1933,1,40,torpedo_dud(5),,,$technology_desc_projectile_explosive_37,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_41,projectile_explosive,,$technology_name_projectile_explosive_41,1944,1,40,torpedo_dud(5),,,$technology_desc_projectile_explosive_37,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_42,projectile_explosive,,$technology_name_projectile_explosive_42,1955,1,40,torpedo_dud(5),,,$technology_desc_projectile_explosive_37,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_43,projectile_explosive,,$technology_name_projectile_explosive_43,1899,1,40,"he_damage(4), he_fire(2)",,,$technology_desc_projectile_explosive_43,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_44,projectile_explosive,,$technology_name_projectile_explosive_44,1905,1,40,"he_damage(4), he_fire(2)",,,$technology_desc_projectile_explosive_43,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_45,projectile_explosive,,$technology_name_projectile_explosive_45,1911,1,40,"he_damage(4), he_fire(2)",,,$technology_desc_projectile_explosive_43,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_46,projectile_explosive,,$technology_name_projectile_explosive_46,1921,1,40,"he_damage(4), he_fire(2)",,,$technology_desc_projectile_explosive_43,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_47,projectile_explosive,,$technology_name_projectile_explosive_47,1934,1,40,"he_damage(4), he_fire(2)",,,$technology_desc_projectile_explosive_43,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_48,projectile_explosive,,$technology_name_projectile_explosive_48,1949,1,40,"he_damage(4), he_fire(2)",,,$technology_desc_projectile_explosive_43,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
projectile_explosive_49,projectile_explosive,,$technology_name_projectile_explosive_49,1920,,45,"ammo_amount(-60), detonation(15), shell_weight(-105), flash_explosion(25)",ammo_shell_less_safe,,$technology_desc_projectile_explosive_49,,,
projectile_explosive_50,projectile_explosive,,$technology_name_projectile_explosive_50,1924,,45,"shell_weight(-25), detonation(-2), flash_explosion(2), flash_spread(5)",ammo_shell_normal_safe,,$technology_desc_projectile_explosive_50,,,
projectile_explosive_51,projectile_explosive,,$technology_name_projectile_explosive_51,1952,,45,"ammo_amount(-20), detonation(15), flash_explosion(25), shell_weight(-62.5), flash_spread(35)",ammo_shell_wetstorage,,$technology_desc_projectile_explosive_51,,,
projectile_explosive_52,projectile_explosive,,$technology_name_projectile_explosive_52,1939,,45,"ammo_amount(20), detonation(-10), flash_explosion(-5), shell_weight(-37.5), flash_spread(-10)",ammo_shell_more_safe,,$technology_desc_projectile_explosive_52,,,
projectile_explosive_53,projectile_explosive,,$technology_name_projectile_explosive_53,1915,,45,"weight(torpedo;-45), cost(torpedo;-75), detonation(-2.5)",ammo_torp_normal_safe,,$technology_desc_projectile_explosive_53,,,
projectile_explosive_54,projectile_explosive,,$technology_name_projectile_explosive_54,1928,,45,"torpedo_amount(150), weight(torpedo;-150), cost(torpedo;-200), detonation(-62.5)",ammo_torp_more_super,,$technology_desc_projectile_explosive_54,,,
projectile_explosive_55,projectile_explosive,,$technology_name_projectile_explosive_55,1940,,45,"torpedo_amount(50), weight(torpedo;-210), cost(torpedo;-250), detonation(-7.5) ",ammo_torp_more_safe,,$technology_desc_projectile_explosive_55,,,
projectile_explosive_end,projectile_explosive,,$technology_name_projectile_explosive_end,1963,1,100,"end, shell_damage(0.5), penetration(0.5), detonation(1), flash(1), flash_explosion(1), flash_spread(1), shell_cost(-5), mine_dmg(0.5)",,,$technology_desc_projectile_explosive_end,A new chemical substance doubles the effect of smoke screen generation. *Smoke Screen: +100% Duration*,,
# $techType_name_tactics_tactics,tactics_tactics,,,,,,,,,,,,
tactics_tactics_1,tactics_tactics,,$technology_name_tactics_tactics_1,1894,1,45,"max_crew_training(15), training_efficiency(10)",,,$technology_desc_tactics_tactics_1,The latest theories of Naval Warfare are taught in naval training schools. *Initial crew training status is +1 Level higher*,,
tactics_tactics_2,tactics_tactics,,$technology_name_tactics_tactics_2,1902,1,45,"max_crew_training(15), training_efficiency(10)",,,$technology_desc_tactics_tactics_1,The latest theories of Naval Warfare are taught in naval training schools. *Initial crew training status is +1 Level higher*,,
