#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#,,,,,,,,,
gun_2_x1_france,,51,gun_2_x1,france,,,,,,,,,,,,,,,,,,,,,,richelieu_gun_120_x1,0.5,0.68,0.92,60,,,,,,,,,,,,,,,,,,,
gun_2_x2_france,,51,gun_2_x2,france,,,,,,,,,,,,richelieu_gun_100_x2,0.726,0.897,0.7,55,richelieu_gun_100_x2,0.726,0.897,0.7,55,richelieu_gun_120_x2,0.5,0.68,0.7,60,,,,,,,,,,,,,,,,,,,
gun_2_x3_france,,51,gun_2_x3,france,,,,,,,,,,,,richelieu_gun_100_x3,0.726,0.897,0.55,55,richelieu_gun_100_x3,0.726,0.897,0.55,55,richelieu_gun_120_x3,0.5,0.68,0.55,60,,,,,,,,,,,,,,,,,,,
gun_2_x4_france,,51,gun_2_x4,france,,,,,,,,,,,,richelieu_gun_120_x4,0.596,0.722,0.55,55,richelieu_gun_120_x4,0.596,0.722,0.55,55,richelieu_gun_120_x4,0.596,0.722,0.55,60,,,,,,,,,,,,,,,,,,,
gun_3_x1_france_dd,,76,gun_3_x1,france,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x2_france_dd,,76,gun_3_x2,france,"dd, tb",,,,,,,,,,,richelieu_gun_100_x2,0.917,1.088,1.08,55,richelieu_gun_100_x2,0.917,1.088,1.08,55,richelieu_gun_100_x2,0.917,1.088,1.08,55,,,,,,,,,,,,,,,,,,,
gun_3_x3_france_dd,,76,gun_3_x3,france,"dd, tb",,,,,,,,,,,richelieu_gun_100_x3,0.917,1.088,0.83,55,richelieu_gun_100_x3,0.917,1.088,0.83,55,richelieu_gun_100_x3,0.917,1.088,0.83,55,,,,,,,,,,,,,,,,,,,
gun_3_x4_france_dd,,76,gun_3_x4,france,"dd, tb",,,,,,,,,,,richelieu_gun_100_x4,0.917,1.088,0.74,55,richelieu_gun_100_x4,0.917,1.088,0.74,55,richelieu_gun_100_x4,0.917,1.088,0.74,55,,,,,,,,,,,,,,,,,,,
gun_4_x1_france_dd,,102,gun_4_x1,france,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x2_france_dd,,102,gun_4_x2,france,"dd, tb",,,,,,,,,,,rich_gun_cal130_x2,0.868,0.994,1.28,55,rich_gun_cal130_x2,0.868,0.994,1.28,55,rich_gun_cal130_x2,0.868,0.994,1.28,55,,,,,,,,,,,,,,,,,,,
gun_4_x3_france_dd,,102,gun_4_x3,france,"dd, tb",,,,,,,,,,,rich_gun_cal130_x3,0.868,0.994,1,55,rich_gun_cal130_x3,0.868,0.994,1,55,rich_gun_cal130_x3,0.868,0.994,1,55,,,,,,,,,,,,,,,,,,,
gun_4_x4_france_dd,,102,gun_4_x4,france,"dd, tb",,,,,,,,,,,rich_gun_cal130_x4,0.868,0.994,0.85,55,rich_gun_cal130_x4,0.868,0.994,0.85,55,rich_gun_cal130_x4,0.868,0.994,0.85,55,,,,,,,,,,,,,,,,,,,
gun_5_x1_france_dd,,127,gun_5_x1,france,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x2_france_dd,,127,gun_5_x2,france,"dd, tb",,,,,,,,,,,richelieu_gun_152_x2,0.551,0.651,0.95,55,richelieu_gun_152_x2,0.551,0.651,0.95,55,richelieu_gun_152_x2,0.551,0.651,0.95,55,,,,,,,,,,,,,,,,,,,
gun_5_x3_france_dd,,127,gun_5_x3,france,"dd, tb",,,,,,,,,,,richelieu_gun_152_x3,0.551,0.651,0.75,55,richelieu_gun_152_x3,0.551,0.651,0.75,55,richelieu_gun_152_x3,0.551,0.651,0.75,55,,,,,,,,,,,,,,,,,,,
gun_5_x4_france_dd,,127,gun_5_x4,france,"dd, tb",,,,,,,,,,,richelieu_gun_152_x4,0.551,0.651,0.68,55,richelieu_gun_152_x4,0.551,0.651,0.68,55,richelieu_gun_152_x4,0.551,0.651,0.68,55,,,,,,,,,,,,,,,,,,,
gun_3_x1_france_cl,,76,gun_3_x1,france,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x2_france_cl,,76,gun_3_x2,france,cl,,,,,,,,,,,richelieu_gun_100_x2,0.917,1.088,1.08,55,richelieu_gun_100_x2,0.917,1.088,1.08,55,richelieu_gun_100_x2,0.917,1.088,1.08,55,,,,,,,,,,,,,,,,,,,
gun_3_x3_france_cl,,76,gun_3_x3,france,cl,,,,,,,,,,,richelieu_gun_100_x3,0.917,1.088,0.83,55,richelieu_gun_100_x3,0.917,1.088,0.83,55,richelieu_gun_100_x3,0.917,1.088,0.83,55,,,,,,,,,,,,,,,,,,,
gun_3_x4_france_cl,,76,gun_3_x4,france,cl,,,,,,,,,,,richelieu_gun_100_x4,0.917,1.088,0.74,55,richelieu_gun_100_x4,0.917,1.088,0.74,55,richelieu_gun_100_x4,0.917,1.088,0.74,55,,,,,,,,,,,,,,,,,,,
gun_4_x1_france_cl,,102,gun_4_x1,france,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x2_france_cl,,102,gun_4_x2,france,cl,,,,,,,,,,,richelieu_gun_100_x2,1.108,1.279,1.28,55,richelieu_gun_100_x2,1.108,1.279,1.28,55,richelieu_gun_100_x2,1.108,1.279,1.28,55,,,,,,,,,,,,,,,,,,,
gun_4_x3_france_cl,,102,gun_4_x3,france,cl,,,,,,,,,,,richelieu_gun_100_x3,1.108,1.279,1,55,richelieu_gun_100_x3,1.108,1.279,1,55,richelieu_gun_100_x3,1.108,1.279,1,55,,,,,,,,,,,,,,,,,,,
gun_4_x4_france_cl,,102,gun_4_x4,france,cl,,,,,,,,,,,richelieu_gun_100_x4,1.108,1.279,0.85,55,richelieu_gun_100_x4,1.108,1.279,0.85,55,richelieu_gun_100_x4,1.108,1.279,0.85,55,,,,,,,,,,,,,,,,,,,
gun_5_x1_france_cl,,127,gun_5_x1,france,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x2_france_cl,,127,gun_5_x2,france,cl,,,,,,,,,,,rich_gun_cal130_x2,1.004,1.13,0.95,55,rich_gun_cal130_x2,1.004,1.13,0.95,55,rich_gun_cal130_x2,1.004,1.13,0.95,55,,,,,,,,,,,,,,,,,,,
gun_5_x3_france_cl,,127,gun_5_x3,france,cl,,,,,,,,,,,rich_gun_cal130_x3,1.004,1.13,0.75,55,rich_gun_cal130_x3,1.004,1.13,0.75,55,rich_gun_cal130_x3,1.004,1.13,0.75,55,,,,,,,,,,,,,,,,,,,
gun_5_x4_france_cl,,127,gun_5_x4,france,cl,,,,,,,,,,,rich_gun_cal130_x4,1.004,1.13,0.68,55,rich_gun_cal130_x4,1.004,1.13,0.68,55,rich_gun_cal130_x4,1.004,1.13,0.68,55,,,,,,,,,,,,,,,,,,,
gun_6_x1_france_cl,,152,gun_6_x1,france,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_6_x2_france_cl,,152,gun_6_x2,france,cl,,,,,,,,,,,rich_gun_cal130_x2,1.14,1.266,0.86,50,rich_gun_cal130_x2,1.14,1.266,0.86,50,rich_gun_cal130_x2,1.14,1.266,0.86,50,,,,,,,,,,,,,,,,,,,
gun_6_x3_france_cl,,152,gun_6_x3,france,cl,,,,,,,,,,,rich_gun_cal130_x3,1.14,1.266,0.66,50,rich_gun_cal130_x3,1.14,1.266,0.66,50,rich_gun_cal130_x3,1.14,1.266,0.66,50,,,,,,,,,,,,,,,,,,,
gun_6_x4_france_cl,,152,gun_6_x4,france,cl,,,,,,,,,,,rich_gun_cal130_x4,1.14,1.266,0.6,50,rich_gun_cal130_x4,1.14,1.266,0.6,50,rich_gun_cal130_x4,1.14,1.266,0.6,50,,,,,,,,,,,,,,,,,,,
"gun_3_x1_france_ca,bb,bc",,76,gun_3_x1,france,"ca, bb, bc",massena_gun_138_x1,0.634,0.796,1.45,45,massena_gun_138_x1,0.634,0.796,1.45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_3_x2_france_ca,bb,bc",,76,gun_3_x2,france,"ca, bb, bc",massena_gun_138_x2,0.634,0.796,1.08,45,massena_gun_138_x2,0.634,0.796,1.08,50,richelieu_gun_100_x2,0.917,1.088,1.08,55,richelieu_gun_100_x2,0.917,1.088,1.08,55,richelieu_gun_100_x2,0.917,1.088,1.08,55,,,,,,,,,,,,,,,,,,,
"gun_3_x3_france_ca,bb,bc",,76,gun_3_x3,france,"ca, bb, bc",,,,,,,,,,,richelieu_gun_100_x3,0.917,1.088,0.83,55,richelieu_gun_100_x3,0.917,1.088,0.83,55,richelieu_gun_100_x3,0.917,1.088,0.83,55,,,,,,,,,,,,,,,,,,,
"gun_3_x4_france_ca,bb,bc",,76,gun_3_x4,france,"ca, bb, bc",,,,,,,,,,,richelieu_gun_100_x4,0.917,1.088,0.74,55,richelieu_gun_100_x4,0.917,1.088,0.74,55,richelieu_gun_100_x4,0.917,1.088,0.74,55,,,,,,,,,,,,,,,,,,,
"gun_4_x1_france_ca,bb,bc",,102,gun_4_x1,france,"ca, bb, bc",massena_gun_138_x1,0.816,0.978,1.7,45,massena_gun_138_x1,0.816,0.978,1.7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_4_x2_france_ca,bb,bc",,102,gun_4_x2,france,"ca, bb, bc",massena_gun_138_x2,0.816,0.978,1.28,45,massena_gun_138_x2,0.816,0.978,1.28,50,richelieu_gun_100_x2,1.108,1.279,1.28,55,richelieu_gun_100_x2,1.108,1.279,1.28,55,richelieu_gun_100_x2,1.108,1.279,1.28,55,,,,,,,,,,,,,,,,,,,
"gun_4_x3_france_ca,bb,bc",,102,gun_4_x3,france,"ca, bb, bc",,,,,,,,,,,richelieu_gun_100_x3,1.108,1.279,1,55,richelieu_gun_100_x3,1.108,1.279,1,55,richelieu_gun_100_x3,1.108,1.279,1,55,,,,,,,,,,,,,,,,,,,
"gun_4_x4_france_ca,bb,bc",,102,gun_4_x4,france,"ca, bb, bc",,,,,,,,,,,richelieu_gun_100_x4,1.108,1.279,0.85,55,richelieu_gun_100_x4,1.108,1.279,0.85,55,richelieu_gun_100_x4,1.108,1.279,0.85,55,,,,,,,,,,,,,,,,,,,
"gun_5_x1_france_ca,bb,bc",,127,gun_5_x1,france,"ca, bb, bc",bouvet_gun_138_x1,0.998,1.16,1.25,45,bouvet_gun_138_x1,0.998,1.16,1.25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_5_x2_france_ca,bb,bc",,127,gun_5_x2,france,"ca, bb, bc",bouvet_gun_138_x2,0.998,1.16,0.95,45,bouvet_gun_138_x2,0.998,1.16,0.95,50,rich_gun_cal130_x2,1.004,1.13,0.95,55,rich_gun_cal130_x2,1.004,1.13,0.95,55,rich_gun_cal130_x2,1.004,1.13,0.95,55,,,,,,,,,,,,,,,,,,,
"gun_5_x3_france_ca,bb,bc",,127,gun_5_x3,france,"ca, bb, bc",,,,,,,,,,,rich_gun_cal130_x3,1.004,1.13,0.75,55,rich_gun_cal130_x3,1.004,1.13,0.75,55,rich_gun_cal130_x3,1.004,1.13,0.75,55,,,,,,,,,,,,,,,,,,,
"gun_5_x4_france_ca,bb,bc",,127,gun_5_x4,france,"ca, bb, bc",,,,,,,,,,,rich_gun_cal130_x4,1.004,1.13,0.68,55,rich_gun_cal130_x4,1.004,1.13,0.68,55,rich_gun_cal130_x4,1.004,1.13,0.68,55,,,,,,,,,,,,,,,,,,,
"gun_6_x1_france_ca,bb,bc",,152,gun_6_x1,france,"ca, bb, bc",bouvet_gun_138_x1,1.18,1.342,1.185,45,bouvet_gun_138_x1,1.18,1.342,1.185,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_6_x2_france_ca,bb,bc",,152,gun_6_x2,france,"ca, bb, bc",bouvet_gun_138_x2,1.18,1.342,0.86,45,bouvet_gun_138_x2,1.18,1.342,0.86,45,richelieu_gun_152_x2,0.66,0.76,0.86,50,richelieu_gun_152_x2,0.66,0.76,0.86,50,richelieu_gun_152_x2,0.66,0.76,0.86,50,,,,,,,,,,,,,,,,,,,
"gun_6_x3_france_ca,bb,bc",,152,gun_6_x3,france,"ca, bb, bc",,,,,,,,,,,richelieu_gun_152_x3,0.66,0.76,0.66,50,richelieu_gun_152_x3,0.66,0.76,0.66,50,richelieu_gun_152_x3,0.66,0.76,0.66,50,,,,,,,,,,,,,,,,,,,
"gun_6_x4_france_ca,bb,bc",,152,gun_6_x4,france,"ca, bb, bc",,,,,,,,,,,richelieu_gun_152_x4,0.66,0.76,0.6,50,richelieu_gun_152_x4,0.66,0.76,0.6,50,richelieu_gun_152_x4,0.66,0.76,0.6,50,,,,,,,,,,,,,,,,,,,
"gun_7_x1_france_cl,ca,bb,bc",,178,gun_7_x1,france,"cl, ca, bb, bc",dante_gun_240_x1,0.838,0.946,1.21,45,dant_gun_245_x1,0.681,0.762,1.21,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_7_x2_france_cl,ca,bb,bc",,178,gun_7_x2,france,"cl, ca, bb, bc",dante_gun_240_x2,0.838,0.946,0.9,45,dant_gun_245_x2,0.681,0.762,0.9,45,richelieu_gun_152_x2,0.769,0.869,0.9,50,richelieu_gun_152_x2,0.769,0.869,0.9,50,richelieu_gun_152_x2,0.769,0.869,0.9,50,,,,,,,,,,,,,,,,,,,
"gun_7_x3_france_cl,ca,bb,bc",,178,gun_7_x3,france,"cl, ca, bb, bc",,,,,,dant_gun_245_x3,0.681,0.762,0.705,45,richelieu_gun_152_x3,0.769,0.869,0.705,50,richelieu_gun_152_x3,0.769,0.869,0.705,50,richelieu_gun_152_x3,0.769,0.869,0.705,50,,,,,,,,,,,,,,,,,,,
"gun_7_x4_france_cl,ca,bb,bc",,178,gun_7_x4,france,"cl, ca, bb, bc",,,,,,dant_gun_245_x4,0.681,0.762,0.64,45,richelieu_gun_152_x4,0.769,0.869,0.64,50,richelieu_gun_152_x4,0.769,0.869,0.64,50,richelieu_gun_152_x4,0.769,0.869,0.64,50,,,,,,,,,,,,,,,,,,,
"gun_8_x1_france_ca,bb,bc",,203,gun_8_x1,france,"ca, bb, bc",dante_gun_240_x1,0.956,1.064,1.17,45,dant_gun_245_x1,0.772,0.853,1.17,45,dant_gun_245_x1,0.772,0.853,1.17,50,richelieu_gun_380_x1,0.55,0.6025,1.17,50,richelieu_gun_380_x1,0.55,0.6025,1.17,50,,,,,,,,,,,,,,,,,,,
"gun_8_x2_france_ca,bb,bc",,203,gun_8_x2,france,"ca, bb, bc",dante_gun_240_x2,0.956,1.064,0.88,45,dant_gun_245_x2,0.772,0.853,0.88,45,dant_gun_245_x2,0.772,0.853,0.88,50,richelieu_gun_380_x2,0.55,0.6025,0.88,50,richelieu_gun_380_x2,0.55,0.6025,0.88,50,,,,,,,,,,,,,,,,,,,
"gun_8_x3_france_ca,bb,bc",,203,gun_8_x3,france,"ca, bb, bc",,,,,,dant_gun_245_x3,0.772,0.853,0.69,45,dant_gun_245_x3,0.772,0.853,0.69,50,richelieu_gun_380_x3,0.55,0.6025,0.69,50,richelieu_gun_380_x3,0.55,0.6025,0.69,50,,,,,,,,,,,,,,,,,,,
"gun_8_x4_france_ca,bb,bc",,203,gun_8_x4,france,"ca, bb, bc",,,,,,dant_gun_245_x4,0.772,0.853,0.63,45,dant_gun_245_x4,0.772,0.853,0.63,50,richelieu_gun_380_x4,0.55,0.6025,0.63,50,richelieu_gun_380_x4,0.55,0.6025,0.63,50,,,,,,,,,,,,,,,,,,,
"gun_9_x1_france_ca,bb,bc",,229,gun_9_x1,france,"ca, bb, bc",dante_gun_240_x1,1.074,1.182,1.1,40,dant_gun_245_x1,0.863,0.944,1.1,45,dant_gun_245_x1,0.863,0.944,1.1,45,richelieu_gun_380_x1,0.6125,0.665,1.1,45,richelieu_gun_380_x1,0.6125,0.665,1.1,50,,,,,,,,,,,,,,,,,,,
"gun_9_x2_france_ca,bb,bc",,229,gun_9_x2,france,"ca, bb, bc",dante_gun_240_x2,1.074,1.182,0.82,40,dant_gun_245_x2,0.863,0.944,0.82,45,dant_gun_245_x2,0.863,0.944,0.82,45,richelieu_gun_380_x2,0.6125,0.665,0.82,45,richelieu_gun_380_x2,0.6125,0.665,0.82,50,,,,,,,,,,,,,,,,,,,
"gun_9_x3_france_ca,bb,bc",,229,gun_9_x3,france,"ca, bb, bc",,,,,,dant_gun_245_x3,0.863,0.944,0.64,45,dant_gun_245_x3,0.863,0.944,0.64,45,richelieu_gun_380_x3,0.6125,0.665,0.64,45,richelieu_gun_380_x3,0.6125,0.665,0.64,50,,,,,,,,,,,,,,,,,,,
"gun_9_x4_france_ca,bb,bc",,229,gun_9_x4,france,"ca, bb, bc",,,,,,dant_gun_245_x4,0.863,0.944,0.58,45,dant_gun_245_x4,0.863,0.944,0.58,45,richelieu_gun_380_x4,0.6125,0.665,0.58,45,richelieu_gun_380_x4,0.6125,0.665,0.58,50,,,,,,,,,,,,,,,,,,,
"gun_10_x1_france_ca,bb,bc",,254,gun_10_x1,france,"ca, bb, bc",bouvet_gun_305_x1,1.192,1.3,1.2,40,dant_gun_245_x1,0.954,1.035,1.2,45,dant_gun_245_x1,0.954,1.035,1.2,45,richelieu_gun_380_x1,0.675,0.7275,1.2,45,richelieu_gun_380_x1,0.675,0.7275,1.2,50,,,,,,,,,,,,,,,,,,,
"gun_10_x2_france_ca,bb,bc",,254,gun_10_x2,france,"ca, bb, bc",bouvet_gun_305_x2,1.192,1.3,0.9,40,dant_gun_245_x2,0.954,1.035,0.9,45,dant_gun_245_x2,0.954,1.035,0.9,45,richelieu_gun_380_x2,0.675,0.7275,0.9,45,richelieu_gun_380_x2,0.675,0.7275,0.9,50,,,,,,,,,,,,,,,,,,,
"gun_10_x3_france_ca,bb,bc",,254,gun_10_x3,france,"ca, bb, bc",,,,,,dant_gun_245_x3,0.954,1.035,0.68,45,dant_gun_245_x3,0.954,1.035,0.68,45,richelieu_gun_380_x3,0.675,0.7275,0.68,45,richelieu_gun_380_x3,0.675,0.7275,0.68,50,,,,,,,,,,,,,,,,,,,
"gun_10_x4_france_ca,bb,bc",,254,gun_10_x4,france,"ca, bb, bc",,,,,,dant_gun_245_x4,0.954,1.035,0.63,45,dant_gun_245_x4,0.954,1.035,0.63,45,richelieu_gun_380_x4,0.675,0.7275,0.63,45,richelieu_gun_380_x4,0.675,0.7275,0.63,50,,,,,,,,,,,,,,,,,,,
"gun_11_x1_france_ca,bb,bc",,279,gun_11_x1,france,"ca, bb, bc",bouvet_gun_305_x1,1.31,1.418,1.07,40,dant_gun_245_x1,1.045,1.126,1.07,45,dant_gun_245_x1,1.045,1.126,1.07,45,richelieu_gun_380_x1,0.7375,0.79,1.07,45,richelieu_gun_380_x1,0.7375,0.79,1.07,50,,,,,,,,,,,,,,,,,,,
"gun_11_x2_france_ca,bb,bc",,279,gun_11_x2,france,"ca, bb, bc",bouvet_gun_305_x2,1.31,1.418,0.82,40,dant_gun_245_x2,1.045,1.126,0.82,45,dant_gun_245_x2,1.045,1.126,0.82,45,richelieu_gun_380_x2,0.7375,0.79,0.82,45,richelieu_gun_380_x2,0.7375,0.79,0.82,50,,,,,,,,,,,,,,,,,,,
"gun_11_x3_france_ca,bb,bc",,279,gun_11_x3,france,"ca, bb, bc",,,,,,dant_gun_245_x3,1.045,1.126,0.66,45,dant_gun_245_x3,1.045,1.126,0.66,45,richelieu_gun_380_x3,0.7375,0.79,0.66,45,richelieu_gun_380_x3,0.7375,0.79,0.66,50,,,,,,,,,,,,,,,,,,,
"gun_11_x4_france_ca,bb,bc",,279,gun_11_x4,france,"ca, bb, bc",,,,,,dant_gun_245_x4,1.045,1.126,0.61,45,dant_gun_245_x4,1.045,1.126,0.61,45,richelieu_gun_380_x4,0.7375,0.79,0.61,45,richelieu_gun_380_x4,0.7375,0.79,0.61,50,,,,,,,,,,,,,,,,,,,
"gun_12_x1_france_bb,bc",,305,gun_12_x1,france,"bb, bc",dante_gun_305_x1,1.136,1.217,1.07,40,dant_gun_245_x1,1.136,1.217,1.07,45,dant_gun_245_x1,1.136,1.217,1.07,45,richelieu_gun_380_x1,0.8,0.8525,1.07,45,richelieu_gun_380_x1,0.8,0.8525,1.07,50,,,,,,,,,,,,,,,,,,,
"gun_12_x2_france_bb,bc",,305,gun_12_x2,france,"bb, bc",dante_gun_305_x2,1.136,1.217,0.82,40,dant_gun_245_x2,1.136,1.217,0.82,45,dant_gun_245_x2,1.136,1.217,0.82,45,richelieu_gun_380_x2,0.8,0.8525,0.82,45,richelieu_gun_380_x2,0.8,0.8525,0.82,50,,,,,,,,,,,,,,,,,,,
"gun_12_x3_france_bb,bc",,305,gun_12_x3,france,"bb, bc",,,,,,dant_gun_245_x3,1.136,1.217,0.66,45,dant_gun_245_x3,1.136,1.217,0.66,45,richelieu_gun_380_x3,0.8,0.8525,0.66,45,richelieu_gun_380_x3,0.8,0.8525,0.66,50,,,,,,,,,,,,,,,,,,,
"gun_12_x4_france_bb,bc",,305,gun_12_x4,france,"bb, bc",,,,,,dant_gun_245_x4,1.136,1.217,0.61,45,dant_gun_245_x4,1.136,1.217,0.61,45,richelieu_gun_380_x4,0.8,0.8525,0.61,45,richelieu_gun_380_x4,0.8,0.8525,0.61,50,,,,,,,,,,,,,,,,,,,
"gun_13_x1_france_bb,bc",,330,gun_13_x1,france,"bb, bc",dante_gun_305_x1,1.227,1.308,1.13,40,dant_gun_245_x1,1.227,1.308,1.13,45,dant_gun_245_x1,1.227,1.308,1.13,45,richelieu_gun_380_x1,0.8625,0.915,1.13,45,richelieu_gun_380_x1,0.8625,0.915,1.13,50,,,,,,,,,,,,,,,,,,,
"gun_13_x2_france_bb,bc",,330,gun_13_x2,france,"bb, bc",dante_gun_305_x2,1.227,1.308,0.88,40,dant_gun_245_x2,1.227,1.308,0.88,45,dant_gun_245_x2,1.227,1.308,0.88,45,richelieu_gun_380_x2,0.8625,0.915,0.88,45,richelieu_gun_380_x2,0.8625,0.915,0.88,50,,,,,,,,,,,,,,,,,,,
"gun_13_x3_france_bb,bc",,330,gun_13_x3,france,"bb, bc",,,,,,dant_gun_245_x3,1.227,1.308,0.705,45,dant_gun_245_x3,1.227,1.308,0.705,45,richelieu_gun_380_x3,0.8625,0.915,0.705,45,richelieu_gun_380_x3,0.8625,0.915,0.705,50,,,,,,,,,,,,,,,,,,,
"gun_13_x4_france_bb,bc",,330,gun_13_x4,france,"bb, bc",,,,,,dant_gun_245_x4,1.227,1.308,0.65,45,dant_gun_245_x4,1.227,1.308,0.65,45,richelieu_gun_380_x4,0.8625,0.915,0.65,45,richelieu_gun_380_x4,0.8625,0.915,0.65,50,,,,,,,,,,,,,,,,,,,
"gun_14_x1_france_bb,bc",,356,gun_14_x1,france,"bb, bc",dante_gun_305_x1,1.318,1.399,1.13,40,dant_gun_245_x1,1.318,1.399,1.13,45,dant_gun_245_x1,1.318,1.399,1.13,45,richelieu_gun_380_x1,0.925,0.9775,1.13,45,richelieu_gun_380_x1,0.925,0.9775,1.13,50,,,,,,,,,,,,,,,,,,,
"gun_14_x2_france_bb,bc",,356,gun_14_x2,france,"bb, bc",dante_gun_305_x2,1.318,1.399,0.88,40,dant_gun_245_x2,1.318,1.399,0.88,45,dant_gun_245_x2,1.318,1.399,0.88,45,richelieu_gun_380_x2,0.925,0.9775,0.88,45,richelieu_gun_380_x2,0.925,0.9775,0.88,50,,,,,,,,,,,,,,,,,,,
"gun_14_x3_france_bb,bc",,356,gun_14_x3,france,"bb, bc",,,,,,dant_gun_245_x3,1.318,1.399,0.705,45,dant_gun_245_x3,1.318,1.399,0.705,45,richelieu_gun_380_x3,0.925,0.9775,0.705,45,richelieu_gun_380_x3,0.925,0.9775,0.705,50,,,,,,,,,,,,,,,,,,,
"gun_14_x4_france_bb,bc",,356,gun_14_x4,france,"bb, bc",,,,,,dant_gun_245_x4,1.318,1.399,0.66,45,dant_gun_245_x4,1.318,1.399,0.66,45,richelieu_gun_380_x4,0.925,0.9775,0.66,45,richelieu_gun_380_x4,0.925,0.9775,0.66,50,,,,,,,,,,,,,,,,,,,
"gun_15_x1_france_bb,bc",,381,gun_15_x1,france,"bb, bc",dant_gun_245_x1,1.409,1.49,1.14,40,dant_gun_245_x1,1.409,1.49,1.14,45,dant_gun_245_x1,1.409,1.49,1.14,45,richelieu_gun_380_x1,0.9875,1.04,1.14,45,richelieu_gun_380_x1,0.9875,1.04,1.14,50,,,,,,,,,,,,,,,,,,,
"gun_15_x2_france_bb,bc",,381,gun_15_x2,france,"bb, bc",dant_gun_245_x2,1.409,1.49,0.9,40,dant_gun_245_x2,1.409,1.49,0.9,45,dant_gun_245_x2,1.409,1.49,0.9,45,richelieu_gun_380_x2,0.9875,1.04,0.9,45,richelieu_gun_380_x2,0.9875,1.04,0.9,50,,,,,,,,,,,,,,,,,,,
"gun_15_x3_france_bb,bc",,381,gun_15_x3,france,"bb, bc",dant_gun_245_x3,1.409,1.49,0.72,40,dant_gun_245_x3,1.409,1.49,0.72,45,dant_gun_245_x3,1.409,1.49,0.72,45,richelieu_gun_380_x3,0.9875,1.04,0.72,45,richelieu_gun_380_x3,0.9875,1.04,0.72,50,,,,,,,,,,,,,,,,,,,
"gun_15_x4_france_bb,bc",,381,gun_15_x4,france,"bb, bc",dant_gun_245_x4,1.409,1.49,0.675,40,dant_gun_245_x4,1.409,1.49,0.675,45,dant_gun_245_x4,1.409,1.49,0.675,45,richelieu_gun_380_x4,0.9875,1.04,0.675,45,richelieu_gun_380_x4,0.9875,1.04,0.675,50,,,,,,,,,,,,,,,,,,,
"gun_16_x1_france_bb,bc",,406,gun_16_x1,france,"bb, bc",dant_gun_245_x1,1.5,1.581,1.15,40,dant_gun_245_x1,1.5,1.581,1.15,45,dant_gun_245_x1,1.5,1.581,1.15,45,richelieu_gun_380_x1,1.05,1.1025,1.15,45,richelieu_gun_380_x1,1.05,1.1025,1.15,50,,,,,,,,,,,,,,,,,,,
"gun_16_x2_france_bb,bc",,406,gun_16_x2,france,"bb, bc",dant_gun_245_x2,1.5,1.581,0.93,40,dant_gun_245_x2,1.5,1.581,0.93,45,dant_gun_245_x2,1.5,1.581,0.93,45,richelieu_gun_380_x2,1.05,1.1025,0.93,45,richelieu_gun_380_x2,1.05,1.1025,0.93,50,,,,,,,,,,,,,,,,,,,
"gun_16_x3_france_bb,bc",,406,gun_16_x3,france,"bb, bc",dant_gun_245_x3,1.5,1.581,0.75,40,dant_gun_245_x3,1.5,1.581,0.75,45,dant_gun_245_x3,1.5,1.581,0.75,45,richelieu_gun_380_x3,1.05,1.1025,0.75,45,richelieu_gun_380_x3,1.05,1.1025,0.75,50,,,,,,,,,,,,,,,,,,,
