# Index,Enabled,Part ID,Mount Rotation,Position,Mount Position Type,Valid Part Types,Min Caliber,Max Caliber,Min Barrel #,Max Barrel #,Collision Checks,Left Fire Angle Override,Right Fire Angle Override,Orient Fire Arc?,Rotate Same?,# Comment 1,# Comment 2
#,,,(0-360),"(x: +Starboard/-Port, y: +Up/-Down, z: Fore/Aft)","(any, center, side)",See Comment,"in, 0 = all","in, 0 = all",0 = all,0 = all,See Comment,See Comment,See Comment,fore/aft or starboard/port. No clue what it does.,1=true/0=false. No clue what it does.,,
@index,enabled,parent,rotation,position,mount_pos_type,accepts,caliber_min,caliber_max,barrels_min,barrels_max,collision,angle_left,angle_right,orientation,rotate_same,,
4,,inflex_hull_g/Visual/Sections/Middle1,90,"(10.1800, 7.6000, 3.0200)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
5,,inflex_hull_g/Visual/Sections/Middle1,270,"(-7.5500, 10.4300, 4.1800)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
6,,inflex_hull_g/Visual/Sections/Middle1,90,"(7.5500, 10.4300, 4.1800)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
7,,inflex_hull_g/Visual/Sections/Middle1,270,"(-7.5500, 10.4300, 1.4500)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
8,,inflex_hull_g/Visual/Sections/Middle1,90,"(7.5500, 10.4300, 1.4500)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
9,,inflex_hull_g/Visual/Sections/Middle1,0,"(0.0000, 7.5100, 2.0100)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
10,,inflex_hull_g/Visual/Sections/Middle1,0,"(0.0000, 7.5100, 3.0100)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
11,,inflex_hull_g/Visual/Sections/Middle1,0,"(0.0000, 7.5100, 4.0100)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
1,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,315,"(-4.6300, 7.6000, 12.9700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
2,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,315,"(-6.8300, 7.6000, 10.6700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
3,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,315,"(-9.0300, 7.6000, 8.3700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
4,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,45,"(4.6300, 7.6000, 12.9700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
5,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,45,"(6.8300, 7.6000, 10.6700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
6,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,45,"(9.0300, 7.6000, 8.3700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
7,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,270,"(-10.1800, 7.6000, 5.7500)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
8,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,90,"(10.1800, 7.6000, 5.7500)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
9,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,315,"(-6.2000, 10.4300, 7.3600)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
10,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,45,"(6.2000, 10.4300, 7.3600)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
11,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,0,"(0.0000, 10.4300, 9.5000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,1,,
12,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,0,"(0.0000, 10.4300, 10.5000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,1,,
13,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,0,"(0.0000, 10.4300, 11.5000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,1,,
14,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,0,"(0.0000, 10.4300, 12.5000)",,tower_main,,,,,"ignore_collision_check,ignore_parent",,,,1,,
15,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,315,"(-7.6500, 6.2000, 11.5400)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-70,70,,1,,
16,,inflex_hull_g/Visual/Sections/Middle1/FrontExtra,45,"(7.6500, 6.2000, 11.5400)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-70,70,,1,,
# inflex_hull_g/Visual/Sections,,,,,,,,,,,,,,,,,
1,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 17.6100)",,funnel,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
2,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 18.6100)",,funnel,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
3,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 19.6100)",,funnel,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
4,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 20.6100)",,funnel,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
5,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 21.6100)",,funnel,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
6,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 22.6100)",,funnel,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
7,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 7.1300, 34.8300)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
8,,inflex_hull_g/Visual/Sections/Bow,225,"(-1.3300, 22.2400, 25.1700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
9,,inflex_hull_g/Visual/Sections/Bow,135,"(1.3300, 22.2400, 25.1700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
10,,inflex_hull_g/Visual/Sections/Bow,315,"(-1.3300, 22.2400, 27.2700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
11,,inflex_hull_g/Visual/Sections/Bow,45,"(1.3300, 22.2400, 27.2700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
12,,inflex_hull_g/Visual/Sections/Bow,270,"(-4.1000, 5.7260, 18.3700)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
13,,inflex_hull_g/Visual/Sections/Bow,90,"(4.1000, 5.7260, 18.3700)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
14,,inflex_hull_g/Visual/Sections/Bow,270,"(-4.1000, 5.7260, 22.0900)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
15,,inflex_hull_g/Visual/Sections/Bow,90,"(4.1000, 5.7260, 22.0900)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
16,,inflex_hull_g/Visual/Sections/Bow,270,"(-4.1000, 5.7260, 25.8300)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
17,,inflex_hull_g/Visual/Sections/Bow,90,"(4.1000, 5.7260, 25.8300)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
18,,inflex_hull_g/Visual/Sections/Bow,270,"(-4.1000, 5.7260, 44.4800)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
19,,inflex_hull_g/Visual/Sections/Bow,90,"(4.1000, 5.7260, 44.4800)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
20,,inflex_hull_g/Visual/Sections/Bow,270,"(-4.1000, 5.7260, 40.7360)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
21,,inflex_hull_g/Visual/Sections/Bow,90,"(4.1000, 5.7260, 40.7360)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
22,,inflex_hull_g/Visual/Sections/Bow,270,"(-4.1000, 5.7260, 37.0230)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
23,,inflex_hull_g/Visual/Sections/Bow,90,"(4.1000, 5.7260, 37.0230)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
24,,inflex_hull_g/Visual/Sections/Bow,270,"(-4.1000, 5.7260, 33.3250)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
25,,inflex_hull_g/Visual/Sections/Bow,90,"(4.1000, 5.7260, 33.3250)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
26,,inflex_hull_g/Visual/Sections/Bow,270,"(-4.1000, 5.7260, 29.5800)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
27,,inflex_hull_g/Visual/Sections/Bow,90,"(4.1000, 5.7260, 29.5800)",,casemate,,5,,,"casemate_ignore_collision,ignore_collision_check",-17,16,,1,,
28,,inflex_hull_g/Visual/Sections/Bow,270,"(-11.3610, -1.4000, 21.5300)",,sub_torpedo,,,,,,-40,40,,1,,
29,,inflex_hull_g/Visual/Sections/Bow,90,"(11.3610, -1.4000, 21.5300)",,sub_torpedo,,,,,,-40,40,,1,,
30,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, -1.4000, 56.9000)",,sub_torpedo,,,,,,-7,7,,1,,
31,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 40.4200)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
32,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 39.4200)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
33,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 38.4200)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
34,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 17.0700)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
35,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 18.0700)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
36,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 19.0700)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
37,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 20.0700)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
38,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 21.0700)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
39,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 22.0700)",,si_barbette,,,,,"ignore_collision_check,ignore_parent",,,,1,,
40,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 19.3300)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
41,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 20.3300)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
42,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 21.3300)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
43,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 22.3300)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
44,,inflex_hull_g/Visual/Sections/Bow,0,"(-0.0000, 6.3680, 29.4200)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
45,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 30.4200)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
46,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 31.4200)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
47,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 32.4200)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
48,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 33.4200)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
49,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 34.4200)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
50,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 35.4200)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
51,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 36.4200)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
52,,inflex_hull_g/Visual/Sections/Bow,0,"(0.0000, 6.3680, 37.4200)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
# inflex_hull_h,,,,,,,,,,,,,,,,,
# inflex_hull_h/Visual/Sections,,,,,,,,,,,,,,,,,
1,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 6.0000, -38.3200)",center,barbette,6,,,,"ignore_collision_check,ignore_parent,ignore_expand",-140,140,,,,
2,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 6.0000, -38.3200)",center,barbette,6,,,,"ignore_collision_check,ignore_parent,ignore_expand",-140,140,,,,
3,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 6.0000, -18.2300)",center,barbette,6,,,,ignore_height,-140,140,,,,
4,,inflex_hull_h/Visual/Sections/Stern,158.74,"(8.5200, 5.2500, -3.0400)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
5,,inflex_hull_h/Visual/Sections/Stern,158.74,"(8.5200, 5.2500, -4.0400)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
6,,inflex_hull_h/Visual/Sections/Stern,158.74,"(8.5200, 5.2500, -5.0400)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
7,,inflex_hull_h/Visual/Sections/Stern,158.74,"(6.5200, 5.2500, -4.0400)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
8,,inflex_hull_h/Visual/Sections/Stern,158.74,"(6.5200, 5.2500, -5.0400)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
9,,inflex_hull_h/Visual/Sections/Stern,158.74,"(6.5200, 5.2500, -6.0400)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
10,,inflex_hull_h/Visual/Sections/Stern,201.26,"(-8.5200, 5.2500, -3.0400)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
11,,inflex_hull_h/Visual/Sections/Stern,201.26,"(-8.5200, 5.2500, -4.0400)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
12,,inflex_hull_h/Visual/Sections/Stern,201.26,"(-8.5200, 5.2500, -5.0400)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
13,,inflex_hull_h/Visual/Sections/Stern,201.26,"(-6.5200, 5.2500, -4.0400)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
14,,inflex_hull_h/Visual/Sections/Stern,201.26,"(-6.5200, 5.2500, -5.0400)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
15,,inflex_hull_h/Visual/Sections/Stern,201.26,"(-6.5200, 5.2500, -6.0400)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
16,,inflex_hull_h/Visual/Sections/Stern,225,"(-1.3300, 21.1700, -26.8700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
17,,inflex_hull_h/Visual/Sections/Stern,135,"(1.3300, 21.1700, -26.8700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
18,,inflex_hull_h/Visual/Sections/Stern,315,"(-1.3300, 21.1700, -24.7700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
19,,inflex_hull_h/Visual/Sections/Stern,45,"(1.3300, 21.1700, -24.7700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
20,,inflex_hull_h/Visual/Sections/Stern,270,"(-3.0000, 5.2500, -46.8700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
21,,inflex_hull_h/Visual/Sections/Stern,90,"(3.0000, 5.2500, -46.8700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
22,,inflex_hull_h/Visual/Sections/Stern,270,"(-3.0000, 5.2500, -44.8700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
23,,inflex_hull_h/Visual/Sections/Stern,90,"(3.0000, 5.2500, -44.8700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
24,,inflex_hull_h/Visual/Sections/Stern,270,"(-3.0000, 5.2500, -42.8700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
25,,inflex_hull_h/Visual/Sections/Stern,90,"(3.0000, 5.2500, -42.8700)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
26,,inflex_hull_h/Visual/Sections/Stern,270,"(-3.6100, 5.2500, -43.1900)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
27,,inflex_hull_h/Visual/Sections/Stern,90,"(3.6100, 5.2500, -43.1900)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
28,,inflex_hull_h/Visual/Sections/Stern,270,"(-3.6100, 5.2500, -46.1300)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
29,,inflex_hull_h/Visual/Sections/Stern,90,"(3.6100, 5.2500, -46.1300)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
30,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 5.2500, -39.3700)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
31,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 5.2500, -38.3700)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
32,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 5.2500, -37.3700)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
33,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 5.2500, -36.3700)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
34,,inflex_hull_h/Visual/Sections/Stern,270,"(-11.3610, -1.4000, -19.9100)",,sub_torpedo,,,,,,-40,40,,1,,
35,,inflex_hull_h/Visual/Sections/Stern,90,"(11.3610, -1.4000, -19.9100)",,sub_torpedo,,,,,,-40,40,,1,,
36,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 5.2500, -21.4400)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
37,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 5.2500, -20.4400)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
38,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 5.2500, -19.4400)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
39,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 5.2500, -18.4400)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
40,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 5.2500, -17.4400)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
41,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 5.2500, -16.4400)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
42,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 5.2500, -15.4400)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
43,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 8.2100, -7.2300)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
44,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 8.2100, -8.2300)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
45,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 8.2100, -9.2300)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
46,,inflex_hull_h/Visual/Sections/Stern,180,"(0.0000, 8.2100, -10.2300)",,tower_sec,,,,,"ignore_collision_check,ignore_parent",,,,1,,
# inflex_hull_h/Visual/Sections,,,,,,,,,,,,,,,,,
1,,inflex_hull_h/Visual/Sections/Middle1,0,"(0.0000, 5.2500, -1.5500)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
2,,inflex_hull_h/Visual/Sections/Middle1,0,"(0.0000, 5.2500, -0.5500)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
3,,inflex_hull_h/Visual/Sections/Middle1,0,"(0.0000, 5.2500, 0.5500)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
4,,inflex_hull_h/Visual/Sections/Middle1,0,"(0.0000, 5.2500, 1.5500)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
5,,inflex_hull_h/Visual/Sections/Middle1,0,"(0.0000, 5.2500, 6.5500)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
6,,inflex_hull_h/Visual/Sections/Middle1,0,"(0.0000, 5.2500, 5.5500)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
7,,inflex_hull_h/Visual/Sections/Middle1,0,"(0.0000, 5.2500, 4.5500)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
8,,inflex_hull_h/Visual/Sections/Middle1,0,"(0.0000, 5.2500, 3.5500)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
9,,inflex_hull_h/Visual/Sections/Middle1,0,"(0.0000, 5.2500, 2.5500)",,funnel,,,,,"ignore_collision_check,ignore_parent",,,,1,,
10,,inflex_hull_h/Visual/Sections/Middle1,0,"(-8.5200, 5.2500, 3.5500)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
11,,inflex_hull_h/Visual/Sections/Middle1,0,"(-8.5200, 5.2500, 1.5500)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
12,,inflex_hull_h/Visual/Sections/Middle1,0,"(-8.5200, 5.2500, 2.5500)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
13,,inflex_hull_h/Visual/Sections/Middle1,0,"(8.5200, 5.2500, 3.5500)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
14,,inflex_hull_h/Visual/Sections/Middle1,0,"(8.5200, 5.2500, 1.5500)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
15,,inflex_hull_h/Visual/Sections/Middle1,0,"(8.5200, 5.2500, 2.5500)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
16,,inflex_hull_h/Visual/Sections/Middle1,270,"(-11.3610, -1.4000, 2.8600)",,sub_torpedo,,,,,,-40,40,,1,,
17,,inflex_hull_h/Visual/Sections/Middle1,90,"(11.3610, -1.4000, 2.8600)",,sub_torpedo,,,,,,-40,40,,1,,
# inflex_hull_h/Visual/Sections,,,,,,,,,,,,,,,,,
1,,inflex_hull_h/Visual/Sections/Bow,0,"(0.0000, 6.0000, 42.2300)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",-155,177,,1,,
2,,inflex_hull_h/Visual/Sections/Bow,0,"(0.0000, 6.0000, 24.0400)",center,barbette,6,,,,ignore_parent,-140,140,,,,
3,,inflex_hull_h/Visual/Sections/Bow,338.74,"(-8.5200, 5.2500, 8.1100)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
4,,inflex_hull_h/Visual/Sections/Bow,338.74,"(-8.5200, 5.2500, 9.1100)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
5,,inflex_hull_h/Visual/Sections/Bow,338.74,"(-8.5200, 5.2500, 10.1100)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
6,,inflex_hull_h/Visual/Sections/Bow,338.74,"(-6.5200, 5.2500, 9.1100)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
7,,inflex_hull_h/Visual/Sections/Bow,338.74,"(-6.5200, 5.2500, 10.1100)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
8,,inflex_hull_h/Visual/Sections/Bow,338.74,"(-6.5200, 5.2500, 11.1100)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
9,,inflex_hull_h/Visual/Sections/Bow,21.26,"(8.5200, 5.2500, 8.1100)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
10,,inflex_hull_h/Visual/Sections/Bow,21.26,"(8.5200, 5.2500, 9.1100)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
11,,inflex_hull_h/Visual/Sections/Bow,21.26,"(8.5200, 5.2500, 10.1100)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
12,,inflex_hull_h/Visual/Sections/Bow,21.26,"(6.5200, 5.2500, 9.1100)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
13,,inflex_hull_h/Visual/Sections/Bow,21.26,"(6.5200, 5.2500, 10.1100)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
14,,inflex_hull_h/Visual/Sections/Bow,21.26,"(6.5200, 5.2500, 11.1100)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",,,,1,,
15,,inflex_hull_h/Visual/Sections/Bow,225,"(-1.3300, 21.1700, 34.7300)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
16,,inflex_hull_h/Visual/Sections/Bow,135,"(1.3300, 21.1700, 34.7300)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
17,,inflex_hull_h/Visual/Sections/Bow,315,"(-1.3300, 21.1700, 36.8300)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
18,,inflex_hull_h/Visual/Sections/Bow,45,"(1.3300, 21.1700, 36.8300)",side,barbette,,5,,,"ignore_collision_check,ignore_parent",-75,77,,1,,
19,,inflex_hull_h/Visual/Sections/Bow,0,"(0.0000, 5.2500, 31.7400)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
20,,inflex_hull_h/Visual/Sections/Bow,0,"(0.0000, 5.2500, 30.7400)",center,barbette,6,,,,"ignore_collision_check,ignore_parent",,,,1,,
